Altium Designer Pick and Place Locations,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
========================================================================================================================,,,,,,,,,,,
File Design Information:,,,,,,,,,,,
,,,,,,,,,,,
Date:       13/09/22,,,,,,,,,,,
Time:       14:18,,,,,,,,,,,
Revision:   Not in VersionControl,,,,,,,,,,,
Variant:    No variations,,,,,,,,,,,
Units used: mm,,,,,,,,,,,
,,,,,,,,,,,
Designator,Comment,Layer,Footprint,Center-X(mm),Center-Y(mm),Rotation,Description,Ref-X(mm),Ref-Y(mm),Pad-X(mm),Pad-Y(mm)
C2,220uF/16V,TopLayer,CM_D(6.3*7.7),96.528,30.139,270,ÌùÆ¬µç½âµçÈÝ C278407,96.528,30.139,96.528,33.139
D1,1N5824,TopLayer,SMA,102.8,26.5,270,ÕûÁ÷¶þ¼«¹Ü C727065,102.8,26.5,102.8,24.2
JP0,BoardConnector 6P,TopLayer,HDR2.54-DIY16-PW,59.39,2,0,DIY Board Connector (P/N),54.15,2,47.8,2
JP0L,BoardConnector 10P,TopLayer,HDR2.54-DIY16-PW,79.39,2,0,DIY Board Connector (P/N),54.15,2,47.8,2
U_REF_U_QuadDacDriver8,REF3025,TopLayer,SOT23-3,85.043,30.5878,0,3V Reference Source,86.293,29.6378,86.293,29.6378
U_REF_U_QuadDacDriver7,REF3025,TopLayer,SOT23-3,66.155,30.589,0,3V Reference Source,67.405,29.639,67.405,29.639
U_REF_U_QuadDacDriver6,REF3025,TopLayer,SOT23-3,47.68,30.568,0,3V Reference Source,48.93,29.618,48.93,29.618
U_REF_U_QuadDacDriver5,REF3025,TopLayer,SOT23-3,28.78,30.572,0,3V Reference Source,30.03,29.622,30.03,29.622
U_REF_U_QuadDacDriver4,REF3025,TopLayer,SOT23-3,85.0729,9.0841,0,3V Reference Source,86.3229,8.1341,86.3229,8.1341
U_REF_U_QuadDacDriver3,REF3025,TopLayer,SOT23-3,66.1979,9.0841,0,3V Reference Source,67.4479,8.1341,67.4479,8.1341
U_REF_U_QuadDacDriver2,REF3025,TopLayer,SOT23-3,47.7059,9.0641,0,3V Reference Source,48.9559,8.1141,48.9559,8.1141
U_REF_U_QuadDacDriver1,REF3025,TopLayer,SOT23-3,28.743,9.076,0,3V Reference Source,29.993,8.126,29.993,8.126
U_OPA_U_QuadDacDriver8,OPA4197IPWR,TopLayer,TSSOP-14,76.808,36.5568,0,Quad-channel Operational Amplifier,76.808,36.5568,74.858,33.2528
U_OPA_U_QuadDacDriver7,OPA4197IPWR,TopLayer,TSSOP-14,57.92,36.558,0,Quad-channel Operational Amplifier,57.92,36.558,55.97,33.254
U_OPA_U_QuadDacDriver6,OPA4197IPWR,TopLayer,TSSOP-14,39.445,36.537,0,Quad-channel Operational Amplifier,39.445,36.537,37.495,33.233
U_OPA_U_QuadDacDriver5,OPA4197IPWR,TopLayer,TSSOP-14,20.545,36.541,0,Quad-channel Operational Amplifier,20.545,36.541,18.595,33.237
U_OPA_U_QuadDacDriver4,OPA4197IPWR,TopLayer,TSSOP-14,76.8379,15.0531,0,Quad-channel Operational Amplifier,76.8379,15.0531,74.8879,11.7491
U_OPA_U_QuadDacDriver3,OPA4197IPWR,TopLayer,TSSOP-14,57.9629,15.0531,0,Quad-channel Operational Amplifier,57.9629,15.0531,56.0129,11.7491
U_OPA_U_QuadDacDriver2,OPA4197IPWR,TopLayer,TSSOP-14,39.4709,15.0331,0,Quad-channel Operational Amplifier,39.4709,15.0331,37.5209,11.7291
U_OPA_U_QuadDacDriver1,OPA4197IPWR,TopLayer,TSSOP-14,20.508,15.045,0,Quad-channel Operational Amplifier,20.508,15.045,18.558,11.741
U_DAC_U_QuadDacDriver8,DAC124S085CISD,TopLayer,VSSOP-10,85.777,36.4567,270,TI 10-bit Quad-channel DAC (NOPB),85.698,36.4298,83.427,37.4566
U_DAC_U_QuadDacDriver7,DAC124S085CISD,TopLayer,VSSOP-10,66.889,36.4579,270,TI 10-bit Quad-channel DAC (NOPB),66.81,36.431,64.539,37.4578
U_DAC_U_QuadDacDriver6,DAC124S085CISD,TopLayer,VSSOP-10,48.414,36.437,270,TI 10-bit Quad-channel DAC (NOPB),48.335,36.41,46.064,37.4368
U_DAC_U_QuadDacDriver5,DAC124S085CISD,TopLayer,VSSOP-10,29.514,36.4409,270,TI 10-bit Quad-channel DAC (NOPB),29.435,36.414,27.164,37.4408
U_DAC_U_QuadDacDriver4,DAC124S085CISD,TopLayer,VSSOP-10,85.8069,14.953,270,TI 10-bit Quad-channel DAC (NOPB),85.7279,14.9261,83.4569,15.9529
U_DAC_U_QuadDacDriver3,DAC124S085CISD,TopLayer,VSSOP-10,66.9319,14.953,270,TI 10-bit Quad-channel DAC (NOPB),66.8529,14.9261,64.5819,15.9529
U_DAC_U_QuadDacDriver2,DAC124S085CISD,TopLayer,VSSOP-10,48.4399,14.933,270,TI 10-bit Quad-channel DAC (NOPB),48.3609,14.9061,46.0899,15.9329
U_DAC_U_QuadDacDriver1,DAC124S085CISD,TopLayer,VSSOP-10,29.477,14.945,270,TI 10-bit Quad-channel DAC (NOPB),29.398,14.918,27.127,15.9448
U?,74HCT138,TopLayer,SO16NB,99.865,9.794,0,3-to-8 Decoder,95.42,7,95.42,7
U1,LM2596S-5.0,TopLayer,TO263-5A,111.006,27.853,90,5VÎÈÑ¹Ð¾Æ¬,111.006,33.06,114.406,33.06
R4P_U_QuadDacDriver8,82K,TopLayer,R_0603_L,74.3951,43.4147,90,ÌùÆ¬µç×è,74.395,43.4148,74.3951,42.7647
R4P_U_QuadDacDriver7,82K,TopLayer,R_0603_L,55.5071,43.4159,90,ÌùÆ¬µç×è,55.507,43.416,55.5071,42.7659
R4P_U_QuadDacDriver6,82K,TopLayer,R_0603_L,37.0321,43.3949,90,ÌùÆ¬µç×è,37.032,43.395,37.0321,42.7449
R4P_U_QuadDacDriver5,82K,TopLayer,R_0603_L,18.1321,43.3989,90,ÌùÆ¬µç×è,18.132,43.399,18.1321,42.7489
R4P_U_QuadDacDriver4,82K,TopLayer,R_0603_L,74.425,21.911,90,ÌùÆ¬µç×è,74.4249,21.9111,74.425,21.261
R4P_U_QuadDacDriver3,82K,TopLayer,R_0603_L,55.55,21.911,90,ÌùÆ¬µç×è,55.5499,21.9111,55.55,21.261
R4P_U_QuadDacDriver2,82K,TopLayer,R_0603_L,37.058,21.891,90,ÌùÆ¬µç×è,37.0579,21.8911,37.058,21.241
R4P_U_QuadDacDriver1,82K,TopLayer,R_0603_L,18.0951,21.9029,90,ÌùÆ¬µç×è,18.095,21.903,18.0951,21.2529
R4N_U_QuadDacDriver8,10K,TopLayer,R_0603_L,75.9189,43.4149,270,ÌùÆ¬µç×è,75.919,43.4148,75.9189,44.0649
R4N_U_QuadDacDriver7,10K,TopLayer,R_0603_L,57.0309,43.4161,270,ÌùÆ¬µç×è,57.031,43.416,57.0309,44.0661
R4N_U_QuadDacDriver6,10K,TopLayer,R_0603_L,38.5559,43.3951,270,ÌùÆ¬µç×è,38.556,43.395,38.5559,44.0451
R4N_U_QuadDacDriver5,10K,TopLayer,R_0603_L,19.6559,43.3991,270,ÌùÆ¬µç×è,19.656,43.399,19.6559,44.0491
R4N_U_QuadDacDriver4,10K,TopLayer,R_0603_L,75.9488,21.9112,270,ÌùÆ¬µç×è,75.9489,21.9111,75.9488,22.5612
R4N_U_QuadDacDriver3,10K,TopLayer,R_0603_L,57.0738,21.9112,270,ÌùÆ¬µç×è,57.0739,21.9111,57.0738,22.5612
R4N_U_QuadDacDriver2,10K,TopLayer,R_0603_L,38.5818,21.8912,270,ÌùÆ¬µç×è,38.5819,21.8911,38.5818,22.5412
R4N_U_QuadDacDriver1,10K,TopLayer,R_0603_L,19.619,21.9031,270,ÌùÆ¬µç×è,19.619,21.903,19.619,22.5531
R3P_U_QuadDacDriver8,82K,TopLayer,R_0603_L,79.221,43.4298,90,ÌùÆ¬µç×è,79.2209,43.4299,79.221,42.7798
R3P_U_QuadDacDriver7,82K,TopLayer,R_0603_L,60.333,43.431,90,ÌùÆ¬µç×è,60.3329,43.4311,60.333,42.781
R3P_U_QuadDacDriver6,82K,TopLayer,R_0603_L,41.858,43.41,90,ÌùÆ¬µç×è,41.8579,43.4101,41.858,42.76
R3P_U_QuadDacDriver5,82K,TopLayer,R_0603_L,22.958,43.414,90,ÌùÆ¬µç×è,22.9579,43.4141,22.958,42.764
R3P_U_QuadDacDriver4,82K,TopLayer,R_0603_L,79.2509,21.9261,90,ÌùÆ¬µç×è,79.2508,21.9262,79.2509,21.2761
R3P_U_QuadDacDriver3,82K,TopLayer,R_0603_L,60.3759,21.9261,90,ÌùÆ¬µç×è,60.3758,21.9262,60.3759,21.2761
R3P_U_QuadDacDriver2,82K,TopLayer,R_0603_L,41.8839,21.9061,90,ÌùÆ¬µç×è,41.8838,21.9062,41.8839,21.2561
R3P_U_QuadDacDriver1,82K,TopLayer,R_0603_L,22.921,21.918,90,ÌùÆ¬µç×è,22.9209,21.9181,22.921,21.268
R3N_U_QuadDacDriver8,10K,TopLayer,R_0603_L,77.6969,43.4149,270,ÌùÆ¬µç×è,77.697,43.4148,77.6969,44.0649
R3N_U_QuadDacDriver7,10K,TopLayer,R_0603_L,58.8089,43.4161,270,ÌùÆ¬µç×è,58.809,43.416,58.8089,44.0661
R3N_U_QuadDacDriver6,10K,TopLayer,R_0603_L,40.3339,43.3951,270,ÌùÆ¬µç×è,40.334,43.395,40.3339,44.0451
R3N_U_QuadDacDriver5,10K,TopLayer,R_0603_L,21.4339,43.3991,270,ÌùÆ¬µç×è,21.434,43.399,21.4339,44.0491
R3N_U_QuadDacDriver4,10K,TopLayer,R_0603_L,77.7268,21.9112,270,ÌùÆ¬µç×è,77.7269,21.9111,77.7268,22.5612
R3N_U_QuadDacDriver3,10K,TopLayer,R_0603_L,58.8518,21.9112,270,ÌùÆ¬µç×è,58.8519,21.9111,58.8518,22.5612
R3N_U_QuadDacDriver2,10K,TopLayer,R_0603_L,40.3598,21.8912,270,ÌùÆ¬µç×è,40.3599,21.8911,40.3598,22.5412
R3N_U_QuadDacDriver1,10K,TopLayer,R_0603_L,21.397,21.9031,270,ÌùÆ¬µç×è,21.397,21.903,21.397,22.5531
R2,1k¦¸,TopLayer,R_0603_L,2.7749,40.2499,0,ÌùÆ¬µç×è C51218,2.775,40.25,2.1249,40.2499
R2P_U_QuadDacDriver8,82K,TopLayer,R_0603_L,79.2211,29.8257,90,ÌùÆ¬µç×è,79.221,29.8258,79.2211,29.1757
R2P_U_QuadDacDriver7,82K,TopLayer,R_0603_L,60.3331,29.8269,90,ÌùÆ¬µç×è,60.333,29.827,60.3331,29.1769
R2P_U_QuadDacDriver6,82K,TopLayer,R_0603_L,41.8581,29.8059,90,ÌùÆ¬µç×è,41.858,29.806,41.8581,29.1559
R2P_U_QuadDacDriver5,82K,TopLayer,R_0603_L,22.9581,29.8099,90,ÌùÆ¬µç×è,22.958,29.81,22.9581,29.1599
R2P_U_QuadDacDriver4,82K,TopLayer,R_0603_L,79.251,8.322,90,ÌùÆ¬µç×è,79.2509,8.3221,79.251,7.672
R2P_U_QuadDacDriver3,82K,TopLayer,R_0603_L,60.376,8.322,90,ÌùÆ¬µç×è,60.3759,8.3221,60.376,7.672
R2P_U_QuadDacDriver2,82K,TopLayer,R_0603_L,41.884,8.302,90,ÌùÆ¬µç×è,41.8839,8.3021,41.884,7.652
R2P_U_QuadDacDriver1,82K,TopLayer,R_0603_L,22.9211,8.3139,90,ÌùÆ¬µç×è,22.921,8.314,22.9211,7.6639
R2N_U_QuadDacDriver8,10K,TopLayer,R_0603_L,77.6969,29.8259,270,ÌùÆ¬µç×è,77.697,29.8258,77.6969,30.4759
R2N_U_QuadDacDriver7,10K,TopLayer,R_0603_L,58.8089,29.8271,270,ÌùÆ¬µç×è,58.809,29.827,58.8089,30.4771
R2N_U_QuadDacDriver6,10K,TopLayer,R_0603_L,40.3339,29.8061,270,ÌùÆ¬µç×è,40.334,29.806,40.3339,30.4561
R2N_U_QuadDacDriver5,10K,TopLayer,R_0603_L,21.4339,29.8101,270,ÌùÆ¬µç×è,21.434,29.81,21.4339,30.4601
R2N_U_QuadDacDriver4,10K,TopLayer,R_0603_L,77.7268,8.3222,270,ÌùÆ¬µç×è,77.7269,8.3221,77.7268,8.9722
R2N_U_QuadDacDriver3,10K,TopLayer,R_0603_L,58.8518,8.3222,270,ÌùÆ¬µç×è,58.8519,8.3221,58.8518,8.9722
R2N_U_QuadDacDriver2,10K,TopLayer,R_0603_L,40.3598,8.3022,270,ÌùÆ¬µç×è,40.3599,8.3021,40.3598,8.9522
R2N_U_QuadDacDriver1,10K,TopLayer,R_0603_L,21.397,8.3141,270,ÌùÆ¬µç×è,21.397,8.314,21.397,8.9641
R1,510¦¸,TopLayer,R_0603_L,96.3251,1.8001,180,ÌùÆ¬µç×è C3017743,96.325,1.8,96.9751,1.8001
R1P_U_QuadDacDriver8,82K,TopLayer,R_0603_L,74.3951,29.8257,90,ÌùÆ¬µç×è,74.395,29.8258,74.3951,29.1757
R1P_U_QuadDacDriver7,82K,TopLayer,R_0603_L,55.5071,29.8269,90,ÌùÆ¬µç×è,55.507,29.827,55.5071,29.1769
R1P_U_QuadDacDriver6,82K,TopLayer,R_0603_L,37.0321,29.8059,90,ÌùÆ¬µç×è,37.032,29.806,37.0321,29.1559
R1P_U_QuadDacDriver5,82K,TopLayer,R_0603_L,18.1321,29.8099,90,ÌùÆ¬µç×è,18.132,29.81,18.1321,29.1599
R1P_U_QuadDacDriver4,82K,TopLayer,R_0603_L,74.425,8.322,90,ÌùÆ¬µç×è,74.4249,8.3221,74.425,7.672
R1P_U_QuadDacDriver3,82K,TopLayer,R_0603_L,55.55,8.322,90,ÌùÆ¬µç×è,55.5499,8.3221,55.55,7.672
R1P_U_QuadDacDriver2,82K,TopLayer,R_0603_L,37.058,8.302,90,ÌùÆ¬µç×è,37.0579,8.3021,37.058,7.652
R1P_U_QuadDacDriver1,82K,TopLayer,R_0603_L,18.0951,8.3139,90,ÌùÆ¬µç×è,18.095,8.314,18.0951,7.6639
R1N_U_QuadDacDriver8,10K,TopLayer,R_0603_L,75.9189,29.8259,270,ÌùÆ¬µç×è,75.919,29.8258,75.9189,30.4759
R1N_U_QuadDacDriver7,10K,TopLayer,R_0603_L,57.0309,29.8271,270,ÌùÆ¬µç×è,57.031,29.827,57.0309,30.4771
R1N_U_QuadDacDriver6,10K,TopLayer,R_0603_L,38.5559,29.8061,270,ÌùÆ¬µç×è,38.556,29.806,38.5559,30.4561
R1N_U_QuadDacDriver5,10K,TopLayer,R_0603_L,19.6559,29.8101,270,ÌùÆ¬µç×è,19.656,29.81,19.6559,30.4601
R1N_U_QuadDacDriver4,10K,TopLayer,R_0603_L,75.9488,8.3222,270,ÌùÆ¬µç×è,75.9489,8.3221,75.9488,8.9722
R1N_U_QuadDacDriver3,10K,TopLayer,R_0603_L,57.0738,8.3222,270,ÌùÆ¬µç×è,57.0739,8.3221,57.0738,8.9722
R1N_U_QuadDacDriver2,10K,TopLayer,R_0603_L,38.5818,8.3022,270,ÌùÆ¬µç×è,38.5819,8.3021,38.5818,8.9522
R1N_U_QuadDacDriver1,10K,TopLayer,R_0603_L,19.619,8.3141,270,ÌùÆ¬µç×è,19.619,8.314,19.619,8.9641
LED0,Blue,TopLayer,LED_0603B,5.5685,41.4251,270,ÌùÆ¬LED C118339,5.575,41.425,5.5685,40.5361
L1,InductanceSMD,TopLayer,SMD-11.5x10.5,97.671,41.8728,270,"C280568
(MHCC10040-330M-R7)",97.671,41.823,97.671,46.6226
JP1,FPC-0.5mm-40P,TopLayer,FPC0.5_2H-WS-40P,5.2985,24.3,270,FPC Connector 0.5mm 40PIN,4.05,24.3,6.547,34.05
C2V,104,TopLayer,C_0603_L,2.7749,42.4249,0,ÌùÆ¬µçÈÝ,2.775,42.425,2.1249,42.4249
C1V,104,TopLayer,C_0603_L,99.1999,1.7999,0,ÌùÆ¬µçÈÝ,99.2,1.8,98.5499,1.7999
C1,680uF/35V,TopLayer,CM_G(12.5*13.5),110.498,42.458,180,ÌùÆ¬µç½âµçÈÝ C542257,110.498,42.458,116.848,42.458
C0,22uF/10V,TopLayer,C_0603_L,93.4999,10.7501,270,ÌùÆ¬µçÈÝ C2992620,93.5,10.75,93.4999,11.4001
C0DCP3_U_QuadDacDriver8,104,TopLayer,C_0603_L,88.0499,31.6119,270,ÌùÆ¬µçÈÝ,88.05,31.6118,88.0499,32.2619
C0DCP3_U_QuadDacDriver7,104,TopLayer,C_0603_L,69.1619,31.6131,270,ÌùÆ¬µçÈÝ,69.162,31.613,69.1619,32.2631
C0DCP3_U_QuadDacDriver6,104,TopLayer,C_0603_L,50.6869,31.5921,270,ÌùÆ¬µçÈÝ,50.687,31.592,50.6869,32.2421
C0DCP3_U_QuadDacDriver5,104,TopLayer,C_0603_L,31.7869,31.5961,270,ÌùÆ¬µçÈÝ,31.787,31.596,31.7869,32.2461
C0DCP3_U_QuadDacDriver4,104,TopLayer,C_0603_L,88.0798,10.1082,270,ÌùÆ¬µçÈÝ,88.0799,10.1081,88.0798,10.7581
C0DCP3_U_QuadDacDriver3,104,TopLayer,C_0603_L,69.2048,10.1082,270,ÌùÆ¬µçÈÝ,69.2049,10.1081,69.2048,10.7582
C0DCP3_U_QuadDacDriver2,104,TopLayer,C_0603_L,50.7128,10.0882,270,ÌùÆ¬µçÈÝ,50.7129,10.0881,50.7128,10.7382
C0DCP3_U_QuadDacDriver1,104,TopLayer,C_0603_L,31.7499,10.1001,270,ÌùÆ¬µçÈÝ,31.75,10.1,31.7499,10.7501
C0DCP2_U_QuadDacDriver8,104,TopLayer,C_0603_L,80.9991,31.8577,90,ÌùÆ¬µçÈÝ,80.999,31.8578,80.9991,31.2077
C0DCP2_U_QuadDacDriver7,104,TopLayer,C_0603_L,62.1111,31.8589,90,ÌùÆ¬µçÈÝ,62.111,31.859,62.1111,31.2089
C0DCP2_U_QuadDacDriver6,104,TopLayer,C_0603_L,43.6361,31.8379,90,ÌùÆ¬µçÈÝ,43.636,31.838,43.6361,31.1879
C0DCP2_U_QuadDacDriver5,104,TopLayer,C_0603_L,24.7361,31.8419,90,ÌùÆ¬µçÈÝ,24.736,31.842,24.7361,31.1919
C0DCP2_U_QuadDacDriver4,104,TopLayer,C_0603_L,81.029,10.354,90,ÌùÆ¬µçÈÝ,81.0289,10.3541,81.029,9.704
C0DCP2_U_QuadDacDriver3,104,TopLayer,C_0603_L,62.154,10.354,90,ÌùÆ¬µçÈÝ,62.1539,10.3541,62.154,9.704
C0DCP2_U_QuadDacDriver2,104,TopLayer,C_0603_L,43.662,10.334,90,ÌùÆ¬µçÈÝ,43.6619,10.3341,43.662,9.684
C0DCP2_U_QuadDacDriver1,104,TopLayer,C_0603_L,24.6991,10.3459,90,ÌùÆ¬µçÈÝ,24.699,10.346,24.6991,9.6959
C0DCP1_U_QuadDacDriver8,104,TopLayer,C_0603_L,84.8089,39.0967,0,ÌùÆ¬µçÈÝ,84.809,39.0968,84.1589,39.0967
C0DCP1_U_QuadDacDriver7,104,TopLayer,C_0603_L,65.9209,39.0979,0,ÌùÆ¬µçÈÝ,65.921,39.098,65.2709,39.0979
C0DCP1_U_QuadDacDriver6,104,TopLayer,C_0603_L,47.4459,39.0769,0,ÌùÆ¬µçÈÝ,47.446,39.077,46.7959,39.0769
C0DCP1_U_QuadDacDriver5,104,TopLayer,C_0603_L,28.5459,39.0809,0,ÌùÆ¬µçÈÝ,28.546,39.081,27.8959,39.0809
C0DCP1_U_QuadDacDriver4,104,TopLayer,C_0603_L,84.8388,17.593,0,ÌùÆ¬µçÈÝ,84.8389,17.5931,84.1889,17.593
C0DCP1_U_QuadDacDriver3,104,TopLayer,C_0603_L,65.9638,17.593,0,ÌùÆ¬µçÈÝ,65.9639,17.5931,65.3139,17.593
C0DCP1_U_QuadDacDriver2,104,TopLayer,C_0603_L,47.4719,17.573,0,ÌùÆ¬µçÈÝ,47.4719,17.5731,46.8218,17.573
C0DCP1_U_QuadDacDriver1,104,TopLayer,C_0603_L,28.5089,17.5849,0,ÌùÆ¬µçÈÝ,28.509,17.585,27.8589,17.5849
